Timestamp,Text
2021-01-21T08:00:47.000Z,最后一推：休推声明。以此表达对推特封杀言论最强烈的抗议。不见不散！请大家尽快移步其他平台，继续并肩作战。
2021-01-20T21:59:50.000Z,各位推油同仁，今日我将正式弃用推特，转移到新的战场。请大家留心我稍后发布的新平台信息，希望大家在新的平台继续保持联系。自2010年开通第一个推号以来（这是第二个推号），我发布了数万条推文，数百万文字。这是我人生很宝贵的财富。现在弃用封杀言论的推特，甚感悲凉。望大家各自珍重，后会有期！
2021-01-20T07:08:11.000Z,"这是我今天的直播。几个小时后，我将离开弃用推特。战斗还会继续。大家各自珍重，后会有期！

（120直播）【談美風暴】（鮮花背後的白宮）川普告別演說藏話中話！他豁出去了 川建國即將應驗！蓬佩奧一張圖預告川動向！ https://youtu.be/Dgbj0Mk38F0 via 
@YouTube"
2021-01-20T04:39:02.000Z,"比解放军散漫多了。差评。我承认，我气笑了
。Quote Tweet
秦鹏
@shijianxingzou
 · Jan 19
65000名國民警衛隊巡邏在空蕩蕩的華盛頓DC大街上。"
2021-01-16T11:29:21.000Z,"Replying to 
@waymanli
 and 
@realtangbaiqiao皇城根下摆摊的也觉得自己是墙内一份子，不奇怪。不过，他们只是一知半解。其实民主党相当一部分支持者是领社会福利的贫困户，还有很多非法移民，尤以拉丁裔居多。"
2021-01-16T11:22:38.000Z,"Replying to 
@wodo08715173
 and 
@YouTube看来我不应该解禁你。你居然认为我拉黑你等于推特封杀川普。再次拉黑你。"
2021-01-16T11:20:59.000Z,"这是什么人？异议人士？中共走卒？中国到底有多少这种连他们自己可能都已经搞不清他们是什么人的人？他们整天把吃奶的力气都使出来攻击川普和川普的支持者。而川普又是任人皆知的中共最急于除掉的头号敌人！这人居然在太平洋对岸给拜登颁发了守法总统认证书，还给川普定性为犯罪嫌疑人。我真的气笑了。Quote Tweet
王金波
@wangjinbo
 · Jan 15
人们应该把眼睛盯在权力者身上，拼命地找他们的错误，这没错。但问题是，先不提现任总统是川普而非拜登，即使川普下台后的初期，川普更吸睛也正常，因为拜登是个守法的普通总统，川普则是个涉嫌犯罪的嫌疑人。即将坐牢的现（前）总统吸睛难道不正常吗？"
2021-01-16T10:58:51.000Z,"美国人知道这一切黑幕后，不可能无动于衷！中共用下三滥手法在大陆得逞了，在香港和台湾得逞了，但是不可能在美国得逞！

【解密時刻美國風暴 16直播】 絕地反擊華府兵增至3萬誰是甕中鼈軍人高唱國歌  揭佩洛西點解要整侵侵迷 FBI司法部解密UF0 佩洛西奧巴... https://youtu.be/7E5HtfdIFJo via 
@YouTube"
2021-01-15T05:27:38.000Z,"美国曾经是全世界的民主灯塔，现在成了被其他国家指责的对象。远远落后于美国的墨西哥总统Andrés誓言联合其他国家反击美国社交媒体封杀言论自由，令人感叹不已。向墨西哥总统致敬！Quote Tweet
The Associated Press
@AP
 · Jan 14
Mexican President Andrés Manuel López Obrador is vowing to lead an international effort to combat what he considers censorship by social media companies that have blocked or suspended the accounts of President Donald Trump. http://apne.ws/vLSTbCl"
